generating empty mainland ... 
mainland: patch0, (0, 0), h0, (0, 0): x_axis_environment_mean_value=0.0, y_axis_environment_mean_value=0.0 
mainland: patch0, (0, 0), h1, (0, 1): x_axis_environment_mean_value=0.0, y_axis_environment_mean_value=0.1 
mainland: patch0, (0, 0), h2, (0, 2): x_axis_environment_mean_value=0.0, y_axis_environment_mean_value=0.2 
mainland: patch0, (0, 0), h3, (0, 3): x_axis_environment_mean_value=0.0, y_axis_environment_mean_value=0.3 
mainland: patch0, (0, 0), h4, (0, 4): x_axis_environment_mean_value=0.0, y_axis_environment_mean_value=0.4 
mainland: patch0, (0, 0), h5, (0, 5): x_axis_environment_mean_value=0.0, y_axis_environment_mean_value=0.5 
mainland: patch0, (0, 0), h6, (0, 6): x_axis_environment_mean_value=0.0, y_axis_environment_mean_value=0.6 
mainland: patch0, (0, 0), h7, (0, 7): x_axis_environment_mean_value=0.0, y_axis_environment_mean_value=0.7 
mainland: patch0, (0, 0), h8, (0, 8): x_axis_environment_mean_value=0.0, y_axis_environment_mean_value=0.8 
mainland: patch0, (0, 0), h9, (0, 9): x_axis_environment_mean_value=0.0, y_axis_environment_mean_value=0.9 
mainland: patch0, (0, 0), h10, (1, 0): x_axis_environment_mean_value=0.1, y_axis_environment_mean_value=0.0 
mainland: patch0, (0, 0), h11, (1, 1): x_axis_environment_mean_value=0.1, y_axis_environment_mean_value=0.1 
mainland: patch0, (0, 0), h12, (1, 2): x_axis_environment_mean_value=0.1, y_axis_environment_mean_value=0.2 
mainland: patch0, (0, 0), h13, (1, 3): x_axis_environment_mean_value=0.1, y_axis_environment_mean_value=0.3 
mainland: patch0, (0, 0), h14, (1, 4): x_axis_environment_mean_value=0.1, y_axis_environment_mean_value=0.4 
mainland: patch0, (0, 0), h15, (1, 5): x_axis_environment_mean_value=0.1, y_axis_environment_mean_value=0.5 
mainland: patch0, (0, 0), h16, (1, 6): x_axis_environment_mean_value=0.1, y_axis_environment_mean_value=0.6 
mainland: patch0, (0, 0), h17, (1, 7): x_axis_environment_mean_value=0.1, y_axis_environment_mean_value=0.7 
mainland: patch0, (0, 0), h18, (1, 8): x_axis_environment_mean_value=0.1, y_axis_environment_mean_value=0.8 
mainland: patch0, (0, 0), h19, (1, 9): x_axis_environment_mean_value=0.1, y_axis_environment_mean_value=0.9 
mainland: patch0, (0, 0), h20, (2, 0): x_axis_environment_mean_value=0.2, y_axis_environment_mean_value=0.0 
mainland: patch0, (0, 0), h21, (2, 1): x_axis_environment_mean_value=0.2, y_axis_environment_mean_value=0.1 
